dataset_seq,per_class_seq,slice_file_name,fsID,start,end,salience,fold,classID,class
2425,996,27070-2-0-4.wav,27070,2,6,2,10,2,children_playing
2426,997,27070-2-0-5.wav,27070,2.5,6.5,2,10,2,children_playing
2427,998,27070-2-0-7.wav,27070,3.5,7.5,2,10,2,children_playing
2428,999,27070-2-0-8.wav,27070,4,8,2,10,2,children_playing
2429,0,101415-3-0-2.wav,101415,1,5,1,1,3,dog_bark
2430,1,101415-3-0-3.wav,101415,1.5,5.5,1,1,3,dog_bark
2431,2,101415-3-0-8.wav,101415,4,8,1,1,3,dog_bark
2432,3,102106-3-0-0.wav,102106,2.243852,3.884477,2,1,3,dog_bark
2433,4,102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark
2434,5,102842-3-1-0.wav,102842,113.061785,117.061785,2,1,3,dog_bark
2435,6,102842-3-1-5.wav,102842,115.561785,119.561785,2,1,3,dog_bark
2436,7,102842-3-1-6.wav,102842,116.061785,120.061785,2,1,3,dog_bark
2437,8,114587-3-0-2.wav,114587,2.467612,6.467612,1,1,3,dog_bark
2438,9,114587-3-0-4.wav,114587,3.467612,7.467612,1,1,3,dog_bark
2439,10,114587-3-0-5.wav,114587,3.967612,7.967612,1,1,3,dog_bark
2440,11,114587-3-0-7.wav,114587,4.967612,8.967612,1,1,3,dog_bark
2441,12,118101-3-0-0.wav,118101,1.042871,5.042871,1,1,3,dog_bark
2442,13,118101-3-0-3.wav,118101,2.542871,6.542871,1,1,3,dog_bark
2443,14,118101-3-0-4.wav,118101,3.042871,7.042871,1,1,3,dog_bark
2444,15,118101-3-0-6.wav,118101,4.042871,8.042871,1,1,3,dog_bark
2445,16,118963-3-0-0.wav,118963,0,0.519479,1,1,3,dog_bark
2446,17,125791-3-0-12.wav,125791,6,10,1,1,3,dog_bark
2447,18,125791-3-0-13.wav,125791,6.5,10.5,1,1,3,dog_bark
2448,19,125791-3-0-15.wav,125791,7.5,11.5,1,1,3,dog_bark
2449,20,125791-3-0-9.wav,125791,4.5,8.5,1,1,3,dog_bark
2450,21,130030-3-0-0.wav,130030,0,2.594667,1,1,3,dog_bark
2451,22,138015-3-0-1.wav,138015,0.5,4.5,1,1,3,dog_bark
2452,23,138015-3-0-5.wav,138015,2.5,6.5,1,1,3,dog_bark
2453,24,138015-3-0-7.wav,138015,3.5,7.5,1,1,3,dog_bark
2454,25,150341-3-0-0.wav,150341,12.834011,13.322652,1,1,3,dog_bark
2455,26,150341-3-1-0.wav,150341,15.377819,15.823344,1,1,3,dog_bark
2456,27,155310-3-0-0.wav,155310,0,2.774785,1,1,3,dog_bark
2457,28,160094-3-0-0.wav,160094,0.120695,0.313453,1,1,3,dog_bark
2458,29,164312-3-0-0.wav,164312,0,3.450579,1,1,3,dog_bark
2459,30,164312-3-1-0.wav,164312,6.182287,8.171162,1,1,3,dog_bark
2460,31,164312-3-3-0.wav,164312,22.380838,24.058202,1,1,3,dog_bark
2461,32,164312-3-4-0.wav,164312,25.711605,27.412932,1,1,3,dog_bark
2462,33,166268-3-0-0.wav,166268,0,0.239205,1,1,3,dog_bark
2463,34,166268-3-1-0.wav,166268,0.940874,2.382484,1,1,3,dog_bark
2464,35,166268-3-2-0.wav,166268,3.495586,3.706087,1,1,3,dog_bark
2465,36,176257-3-0-0.wav,176257,45.814379,49.814379,1,1,3,dog_bark
2466,37,176258-3-1-12.wav,176258,75.897629,79.897629,1,1,3,dog_bark
2467,38,176258-3-1-13.wav,176258,76.397629,80.397629,1,1,3,dog_bark
2468,39,176258-3-1-18.wav,176258,78.897629,82.897629,1,1,3,dog_bark
2469,40,176258-3-1-2.wav,176258,70.897629,74.897629,1,1,3,dog_bark
2470,41,180256-3-0-0.wav,180256,0,4,1,1,3,dog_bark
2471,42,180256-3-0-1.wav,180256,0.5,4.5,1,1,3,dog_bark
2472,43,180256-3-0-2.wav,180256,1,5,1,1,3,dog_bark
2473,44,180256-3-0-3.wav,180256,1.5,5.5,1,1,3,dog_bark
2474,45,193394-3-0-10.wav,193394,5,9,1,1,3,dog_bark
2475,46,193394-3-0-11.wav,193394,5.5,9.5,1,1,3,dog_bark
2476,47,193394-3-0-4.wav,193394,2,6,1,1,3,dog_bark
2477,48,193394-3-0-7.wav,193394,3.5,7.5,1,1,3,dog_bark
2478,49,197073-3-0-0.wav,197073,0,0.6576,1,1,3,dog_bark
2479,50,197073-3-3-0.wav,197073,6.653365,7.610753,1,1,3,dog_bark
2480,51,197073-3-4-3.wav,197073,11.209271,15.209271,1,1,3,dog_bark
2481,52,197073-3-7-0.wav,197073,29.031106,33.031106,1,1,3,dog_bark
2482,53,203356-3-0-0.wav,203356,37.465647,41.465647,2,1,3,dog_bark
2483,54,203356-3-0-1.wav,203356,37.965647,41.965647,2,1,3,dog_bark
2484,55,203356-3-0-2.wav,203356,38.465647,42.465647,2,1,3,dog_bark
2485,56,203356-3-0-3.wav,203356,38.965647,42.965647,2,1,3,dog_bark
2486,57,203440-3-0-0.wav,203440,23.509202,27.509202,2,1,3,dog_bark
2487,58,203440-3-0-1.wav,203440,24.009202,28.009202,2,1,3,dog_bark
2488,59,203440-3-0-5.wav,203440,26.009202,30.009202,2,1,3,dog_bark
2489,60,203440-3-0-6.wav,203440,26.509202,30.509202,2,1,3,dog_bark
2490,61,31323-3-0-1.wav,31323,0.992016,4.992016,2,1,3,dog_bark
2491,62,31323-3-0-2.wav,31323,1.492016,5.492016,2,1,3,dog_bark
2492,63,31323-3-0-20.wav,31323,10.492016,14.492016,2,1,3,dog_bark
2493,64,31323-3-0-22.wav,31323,11.492016,15.492016,2,1,3,dog_bark
2494,65,31840-3-0-0.wav,31840,0.020035,3.546214,1,1,3,dog_bark
2495,66,31840-3-1-0.wav,31840,4.95368,5.98048,1,1,3,dog_bark
2496,67,43786-3-0-0.wav,43786,0.536063,1.142558,1,1,3,dog_bark
2497,68,43786-3-1-0.wav,43786,2.926828,3.314202,1,1,3,dog_bark
2498,69,51022-3-13-0.wav,51022,19.916516,21.377728,2,1,3,dog_bark
2499,70,51022-3-29-0.wav,51022,44.136601,44.596982,1,1,3,dog_bark
2500,71,51022-3-30-4.wav,51022,46.647024,50.647024,2,1,3,dog_bark
2501,72,51022-3-7-0.wav,51022,14.201777,15.292682,2,1,3,dog_bark
2502,73,54858-3-0-0.wav,54858,28.04638,32.04638,2,1,3,dog_bark
2503,74,54858-3-1-2.wav,54858,37.898228,41.898228,1,1,3,dog_bark
2504,75,54858-3-2-0.wav,54858,66.854743,67.739928,1,1,3,dog_bark
2505,76,57553-3-0-0.wav,57553,0,1.715423,2,1,3,dog_bark
2506,77,57553-3-1-0.wav,57553,9.679885,11.932555,2,1,3,dog_bark
2507,78,57553-3-2-0.wav,57553,13.063603,14.279479,2,1,3,dog_bark
2508,79,65749-3-1-12.wav,65749,81.445545,85.445545,2,1,3,dog_bark
2509,80,65749-3-1-14.wav,65749,82.445545,86.445545,2,1,3,dog_bark
2510,81,65749-3-1-24.wav,65749,87.445545,91.445545,2,1,3,dog_bark
2511,82,65749-3-1-9.wav,65749,79.945545,83.945545,2,1,3,dog_bark
2512,83,72261-3-0-17.wav,72261,9.973879,13.973879,1,1,3,dog_bark
2513,84,72261-3-0-23.wav,72261,12.973879,16.973879,1,1,3,dog_bark
2514,85,72261-3-0-27.wav,72261,14.973879,18.973879,1,1,3,dog_bark
2515,86,72261-3-0-6.wav,72261,4.473879,8.473879,1,1,3,dog_bark
2516,87,72579-3-0-0.wav,72579,3.486718,7.486718,1,1,3,dog_bark
2517,88,72579-3-0-2.wav,72579,4.486718,8.486718,1,1,3,dog_bark
2518,89,72579-3-0-3.wav,72579,4.986718,8.986718,1,1,3,dog_bark
2519,90,72579-3-0-4.wav,72579,5.486718,9.486718,1,1,3,dog_bark
2520,91,7383-3-0-0.wav,7383,3.9021,7.9021,1,1,3,dog_bark
2521,92,7383-3-0-1.wav,7383,4.4021,8.4021,1,1,3,dog_bark
2522,93,7383-3-1-0.wav,7383,11.060839,15.060839,1,1,3,dog_bark
2523,94,86279-3-0-0.wav,86279,0.601813,4.083229,1,1,3,dog_bark
2524,95,89212-3-0-0.wav,89212,0,1.324626,1,1,3,dog_bark
2525,96,9031-3-1-0.wav,9031,5.55171,5.967569,1,1,3,dog_bark
2526,97,9031-3-2-0.wav,9031,6.7577,9.055317,1,1,3,dog_bark
2527,98,9031-3-3-0.wav,9031,9.855845,11.581657,1,1,3,dog_bark
2528,99,9031-3-4-0.wav,9031,12.423771,13.317866,1,1,3,dog_bark
2529,100,100652-3-0-0.wav,100652,0,4,1,2,3,dog_bark
2530,101,100652-3-0-1.wav,100652,0.5,4.5,1,2,3,dog_bark
2531,102,100652-3-0-2.wav,100652,1,5,1,2,3,dog_bark
2532,103,100652-3-0-3.wav,100652,1.5,5.5,1,2,3,dog_bark
2533,104,102104-3-0-0.wav,102104,2.429279,3.241121,2,2,3,dog_bark
2534,105,108187-3-2-0.wav,108187,15.751454,16.246588,2,2,3,dog_bark
2535,106,108187-3-3-0.wav,108187,18.010504,19.093609,2,2,3,dog_bark
2536,107,108187-3-4-0.wav,108187,24.911435,26.304,2,2,3,dog_bark
2537,108,108187-3-6-0.wav,108187,31.5648,33.266824,2,2,3,dog_bark
2538,109,112195-3-0-38.wav,112195,19,23,1,2,3,dog_bark
2539,110,112195-3-0-48.wav,112195,24,28,1,2,3,dog_bark
2540,111,112195-3-0-57.wav,112195,28.5,32.5,1,2,3,dog_bark
2541,112,112195-3-0-80.wav,112195,40,44,1,2,3,dog_bark
2542,113,113785-3-0-0.wav,113785,0.259572,0.703092,1,2,3,dog_bark
2543,114,113785-3-1-0.wav,113785,0.991278,1.592177,1,2,3,dog_bark
2544,115,115537-3-0-0.wav,115537,1.665407,2.340997,1,2,3,dog_bark
2545,116,118962-3-0-0.wav,118962,0,2.129854,1,2,3,dog_bark
2546,117,147672-3-0-0.wav,147672,0.644886,0.997283,1,2,3,dog_bark
2547,118,147672-3-1-0.wav,147672,1.726745,2.188385,1,2,3,dog_bark
2548,119,147672-3-2-0.wav,147672,3.781219,4.161808,1,2,3,dog_bark
2549,120,158607-3-0-0.wav,158607,0.115242,1.131463,2,2,3,dog_bark
2550,121,158607-3-1-0.wav,158607,5.835416,8.213584,1,2,3,dog_bark
2551,122,158607-3-2-0.wav,158607,11.16796,13.21088,1,2,3,dog_bark
2552,123,160092-3-0-0.wav,160092,0.013784,0.142207,1,2,3,dog_bark
2553,124,160366-3-0-13.wav,160366,6.5,10.5,1,2,3,dog_bark
2554,125,160366-3-0-4.wav,160366,2,6,1,2,3,dog_bark
2555,126,160366-3-0-7.wav,160366,3.5,7.5,1,2,3,dog_bark
2556,127,160366-3-0-8.wav,160366,4,8,1,2,3,dog_bark
2557,128,166421-3-0-29.wav,166421,14.5,18.5,1,2,3,dog_bark
2558,129,166421-3-0-31.wav,166421,15.5,19.5,1,2,3,dog_bark
2559,130,166421-3-0-5.wav,166421,2.5,6.5,1,2,3,dog_bark
2560,131,173995-3-0-0.wav,173995,0,4,1,2,3,dog_bark
2561,132,173995-3-0-11.wav,173995,5.5,9.5,1,2,3,dog_bark
2562,133,173995-3-0-27.wav,173995,13.5,17.5,1,2,3,dog_bark
2563,134,173995-3-0-3.wav,173995,1.5,5.5,1,2,3,dog_bark
2564,135,174994-3-0-0.wav,174994,27.743475,31.743475,1,2,3,dog_bark
2565,136,174994-3-0-1.wav,174994,28.243475,32.243475,1,2,3,dog_bark
2566,137,174994-3-0-2.wav,174994,28.743475,32.743475,1,2,3,dog_bark
2567,138,174994-3-0-4.wav,174994,29.743475,33.743475,1,2,3,dog_bark
2568,139,179096-3-0-1.wav,179096,0.5,4.5,1,2,3,dog_bark
2569,140,179096-3-0-10.wav,179096,5,9,1,2,3,dog_bark
2570,141,179096-3-0-5.wav,179096,2.5,6.5,1,2,3,dog_bark
2571,142,179096-3-0-9.wav,179096,4.5,8.5,1,2,3,dog_bark
2572,143,18453-3-0-0.wav,18453,9.13085,9.937155,2,2,3,dog_bark
2573,144,18581-3-0-0.wav,18581,40.693758,44.693758,2,2,3,dog_bark
2574,145,18581-3-0-5.wav,18581,43.193758,47.193758,2,2,3,dog_bark
2575,146,18581-3-1-1.wav,18581,64.21059,68.21059,2,2,3,dog_bark
2576,147,18581-3-1-3.wav,18581,65.21059,69.21059,2,2,3,dog_bark
2577,148,19218-3-0-0.wav,19218,55.750425,59.750425,2,2,3,dog_bark
2578,149,203128-3-1-0.wav,203128,3.414972,5.302693,1,2,3,dog_bark
2579,150,203128-3-3-0.wav,203128,10.083655,10.529498,1,2,3,dog_bark
2580,151,203128-3-6-0.wav,203128,13.517599,15.291487,1,2,3,dog_bark
2581,152,203128-3-9-0.wav,203128,19.607633,21.40998,1,2,3,dog_bark
2582,153,204773-3-7-1.wav,204773,22.362283,26.362283,1,2,3,dog_bark
2583,154,204773-3-8-0.wav,204773,32.595476,36.595476,1,2,3,dog_bark
2584,155,204773-3-9-0.wav,204773,42.184968,46.184968,1,2,3,dog_bark
2585,156,204773-3-9-1.wav,204773,42.684968,46.684968,1,2,3,dog_bark
2586,157,22347-3-0-0.wav,22347,1.187356,2.271463,1,2,3,dog_bark
2587,158,22347-3-1-1.wav,22347,4.062067,8.062067,1,2,3,dog_bark
2588,159,22347-3-1-2.wav,22347,4.562067,8.562067,1,2,3,dog_bark
2589,160,22347-3-3-0.wav,22347,18.188915,22.188915,1,2,3,dog_bark
2590,161,23131-3-0-0.wav,23131,23.681362,24.78992,2,2,3,dog_bark
2591,162,23131-3-2-0.wav,23131,29.690066,30.396972,2,2,3,dog_bark
2592,163,23131-3-4-0.wav,23131,41.386153,41.996663,2,2,3,dog_bark
2593,164,23131-3-5-0.wav,23131,46.993205,47.619781,2,2,3,dog_bark
2594,165,27349-3-0-2.wav,27349,1,5,2,2,3,dog_bark
2595,166,27349-3-0-6.wav,27349,3,7,2,2,3,dog_bark
2596,167,27349-3-1-2.wav,27349,27.345256,31.345256,2,2,3,dog_bark
2597,168,27349-3-2-1.wav,27349,41.980366,45.980366,2,2,3,dog_bark
2598,169,33849-3-0-0.wav,33849,0,0.264593,1,2,3,dog_bark
2599,170,33849-3-2-0.wav,33849,3.233909,4.60587,1,2,3,dog_bark
2600,171,33849-3-3-0.wav,33849,5.017459,6.712811,1,2,3,dog_bark
2601,172,33849-3-4-0.wav,33849,8.270967,10.162314,1,2,3,dog_bark
2602,173,4201-3-0-0.wav,4201,0.104715,0.352725,2,2,3,dog_bark
2603,174,4201-3-1-0.wav,4201,0.804653,1.085731,2,2,3,dog_bark
2604,175,4201-3-2-0.wav,4201,1.818737,2.171462,2,2,3,dog_bark
2605,176,4201-3-3-0.wav,4201,3.968154,4.976726,2,2,3,dog_bark
2606,177,4911-3-0-0.wav,4911,0.008108,0.217438,1,2,3,dog_bark
2607,178,49808-3-0-6.wav,49808,3,7,2,2,3,dog_bark
2608,179,49808-3-1-22.wav,49808,67.882376,71.882376,2,2,3,dog_bark
2609,180,49808-3-1-8.wav,49808,60.882376,64.882376,2,2,3,dog_bark
2610,181,54545-3-0-0.wav,54545,0.826371,4.826371,1,2,3,dog_bark
2611,182,54545-3-0-1.wav,54545,1.326371,5.326371,1,2,3,dog_bark
2612,183,54545-3-0-2.wav,54545,1.826371,5.826371,1,2,3,dog_bark
2613,184,63261-3-0-0.wav,63261,0,4,1,2,3,dog_bark
2614,185,63261-3-0-1.wav,63261,0.5,4.5,1,2,3,dog_bark
2615,186,69883-3-0-20.wav,69883,11.679208,15.679208,2,2,3,dog_bark
2616,187,69883-3-0-5.wav,69883,4.179208,8.179208,2,2,3,dog_bark
2617,188,69883-3-0-9.wav,69883,6.179208,10.179208,2,2,3,dog_bark
2618,189,72539-3-0-1.wav,72539,7.30482,11.30482,1,2,3,dog_bark
2619,190,72539-3-0-5.wav,72539,9.30482,13.30482,1,2,3,dog_bark
2620,191,72539-3-0-6.wav,72539,9.80482,13.80482,1,2,3,dog_bark
2621,192,72539-3-0-8.wav,72539,10.80482,14.80482,1,2,3,dog_bark
2622,193,74495-3-0-0.wav,74495,0.335018,4.335018,1,2,3,dog_bark
2623,194,74495-3-0-1.wav,74495,0.835018,4.835018,1,2,3,dog_bark
2624,195,89211-3-0-0.wav,89211,0,1.892105,1,2,3,dog_bark
2625,196,97193-3-0-0.wav,97193,0,4,1,2,3,dog_bark
2626,197,97193-3-0-1.wav,97193,0.5,4.5,1,2,3,dog_bark
2627,198,97193-3-0-4.wav,97193,2,6,1,2,3,dog_bark
2628,199,97193-3-0-6.wav,97193,3,7,1,2,3,dog_bark
2629,200,102105-3-0-0.wav,102105,2.041889,6.041889,2,3,3,dog_bark
2630,201,115536-3-0-0.wav,115536,0,2.964396,1,3,3,dog_bark
2631,202,116400-3-0-2.wav,116400,1,5,1,3,3,dog_bark
2632,203,116400-3-1-0.wav,116400,12.269801,16.269801,1,3,3,dog_bark
2633,204,116400-3-1-1.wav,116400,12.769801,16.769801,1,3,3,dog_bark
2634,205,116400-3-1-2.wav,116400,13.269801,17.269801,1,3,3,dog_bark
2635,206,117048-3-0-17.wav,117048,8.5,12.5,1,3,3,dog_bark
2636,207,117048-3-0-23.wav,117048,11.5,15.5,1,3,3,dog_bark
2637,208,117048-3-0-25.wav,117048,12.5,16.5,1,3,3,dog_bark
2638,209,117048-3-0-35.wav,117048,17.5,21.5,1,3,3,dog_bark
2639,210,117072-3-0-11.wav,117072,6.828188,10.828188,1,3,3,dog_bark
2640,211,117072-3-0-14.wav,117072,8.328188,12.328188,1,3,3,dog_bark
2641,212,117072-3-0-19.wav,117072,10.828188,14.828188,1,3,3,dog_bark
2642,213,117072-3-0-8.wav,117072,5.328188,9.328188,1,3,3,dog_bark
2643,214,118961-3-0-0.wav,118961,0,0.770312,1,3,3,dog_bark
2644,215,125523-3-0-1.wav,125523,0.5,4.5,1,3,3,dog_bark
2645,216,125523-3-0-11.wav,125523,5.5,9.5,1,3,3,dog_bark
2646,217,125523-3-0-3.wav,125523,1.5,5.5,1,3,3,dog_bark
2647,218,12647-3-0-0.wav,12647,0.712115,1.443739,1,3,3,dog_bark
2648,219,12647-3-1-0.wav,12647,1.902224,3.102089,1,3,3,dog_bark
2649,220,12647-3-2-0.wav,12647,5.238432,6.438297,1,3,3,dog_bark
2650,221,12647-3-3-0.wav,12647,6.682172,10.682172,1,3,3,dog_bark
2651,222,128030-3-0-0.wav,128030,0.672951,1.359227,1,3,3,dog_bark
2652,223,128030-3-1-0.wav,128030,3.851144,4.430814,1,3,3,dog_bark
2653,224,128030-3-2-0.wav,128030,6.562935,7.08264,1,3,3,dog_bark
2654,225,144885-3-0-0.wav,144885,0,0.261224,1,3,3,dog_bark
2655,226,155309-3-0-0.wav,155309,0,1.219048,1,3,3,dog_bark
2656,227,156418-3-0-0.wav,156418,0,4,1,3,3,dog_bark
2657,228,156418-3-0-1.wav,156418,0.5,4.5,1,3,3,dog_bark
2658,229,156418-3-1-0.wav,156418,8.43488,12.43488,1,3,3,dog_bark
2659,230,156418-3-2-0.wav,156418,15.852218,16.85637,1,3,3,dog_bark
2660,231,160093-3-0-0.wav,160093,0.015691,0.135517,1,3,3,dog_bark
2661,232,170015-3-0-0.wav,170015,1.193864,1.790795,1,3,3,dog_bark
2662,233,17615-3-0-0.wav,17615,35.115512,39.115512,2,3,3,dog_bark
2663,234,17615-3-0-3.wav,17615,36.615512,40.615512,2,3,3,dog_bark
2664,235,17615-3-0-4.wav,17615,37.115512,41.115512,2,3,3,dog_bark
2665,236,17615-3-0-6.wav,17615,38.115512,42.115512,2,3,3,dog_bark
2666,237,176783-3-0-11.wav,176783,5.5,9.5,1,3,3,dog_bark
2667,238,176783-3-0-3.wav,176783,1.5,5.5,1,3,3,dog_bark
2668,239,176783-3-0-5.wav,176783,2.5,6.5,1,3,3,dog_bark
2669,240,176783-3-1-0.wav,176783,53.119866,57.119866,1,3,3,dog_bark
2670,241,179386-3-0-0.wav,179386,0,4,1,3,3,dog_bark
2671,242,179386-3-0-1.wav,179386,0.5,4.5,1,3,3,dog_bark
2672,243,179386-3-0-2.wav,179386,1,5,1,3,3,dog_bark
2673,244,179386-3-0-3.wav,179386,1.5,5.5,1,3,3,dog_bark
2674,245,184725-3-0-1.wav,184725,0.5,4.5,1,3,3,dog_bark
2675,246,184725-3-0-2.wav,184725,1,5,1,3,3,dog_bark
2676,247,184725-3-0-4.wav,184725,2,6,1,3,3,dog_bark
2677,248,184725-3-0-5.wav,184725,2.5,6.5,1,3,3,dog_bark
2678,249,19496-3-0-0.wav,19496,32.082004,36.082004,2,3,3,dog_bark
2679,250,19496-3-1-0.wav,19496,41.420638,45.420638,2,3,3,dog_bark
2680,251,19496-3-1-1.wav,19496,41.920638,45.920638,2,3,3,dog_bark
2681,252,197074-3-0-4.wav,197074,2,6,1,3,3,dog_bark
2682,253,197074-3-0-5.wav,197074,2.5,6.5,1,3,3,dog_bark
2683,254,197074-3-0-6.wav,197074,3,7,1,3,3,dog_bark
2684,255,200161-3-6-0.wav,200161,37.617328,41.617328,1,3,3,dog_bark
2685,256,200161-3-6-3.wav,200161,39.117328,43.117328,1,3,3,dog_bark
2686,257,200161-3-6-4.wav,200161,39.617328,43.617328,1,3,3,dog_bark
2687,258,200161-3-7-0.wav,200161,55.340876,56.104476,1,3,3,dog_bark
2688,259,207124-3-0-0.wav,207124,0,1.04291,1,3,3,dog_bark
2689,260,207124-3-1-0.wav,207124,2.736347,5.596604,1,3,3,dog_bark
2690,261,207124-3-2-0.wav,207124,6.84603,10.84603,1,3,3,dog_bark
2691,262,20841-3-2-0.wav,20841,7.756822,8.584532,2,3,3,dog_bark
2692,263,20841-3-3-0.wav,20841,10.831172,11.989966,2,3,3,dog_bark
2693,264,20841-3-4-0.wav,20841,15.560942,16.719735,2,3,3,dog_bark
2694,265,20841-3-6-0.wav,20841,29.608358,30.223228,2,3,3,dog_bark
2695,266,32318-3-0-0.wav,32318,0.385559,4.385559,1,3,3,dog_bark
2696,267,32318-3-0-1.wav,32318,0.885559,4.885559,1,3,3,dog_bark
2697,268,33696-3-0-0.wav,33696,5.538044,8.307066,2,3,3,dog_bark
2698,269,33696-3-4-0.wav,33696,69.289945,73.289945,2,3,3,dog_bark
2699,270,33696-3-4-1.wav,33696,69.789945,73.789945,2,3,3,dog_bark
2700,271,33696-3-6-1.wav,33696,88.593536,92.593536,2,3,3,dog_bark
2701,272,41372-3-0-25.wav,41372,29.892794,33.892794,2,3,3,dog_bark
2702,273,41372-3-0-36.wav,41372,35.392794,39.392794,2,3,3,dog_bark
2703,274,41372-3-0-39.wav,41372,36.892794,40.892794,2,3,3,dog_bark
2704,275,41372-3-0-51.wav,41372,42.892794,46.892794,2,3,3,dog_bark
2705,276,44831-3-0-0.wav,44831,1.951541,5.951541,2,3,3,dog_bark
2706,277,44831-3-1-0.wav,44831,10.038318,11.313835,2,3,3,dog_bark
2707,278,44831-3-2-0.wav,44831,20.35725,21.81134,2,3,3,dog_bark
2708,279,49809-3-0-0.wav,49809,0,0.718468,2,3,3,dog_bark
2709,280,49809-3-3-0.wav,49809,18.125927,20.897162,2,3,3,dog_bark
2710,281,49809-3-4-0.wav,49809,22.477792,23.791562,2,3,3,dog_bark
2711,282,52077-3-0-13.wav,52077,7.10243,11.10243,1,3,3,dog_bark
2712,283,52077-3-0-17.wav,52077,9.10243,13.10243,1,3,3,dog_bark
2713,284,52077-3-0-3.wav,52077,2.10243,6.10243,1,3,3,dog_bark
2714,285,52077-3-0-8.wav,52077,4.60243,8.60243,1,3,3,dog_bark
2715,286,63292-3-0-0.wav,63292,0,4,1,3,3,dog_bark
2716,287,63292-3-0-1.wav,63292,0.5,4.5,1,3,3,dog_bark
2717,288,65750-3-0-5.wav,65750,252.955446,256.955446,2,3,3,dog_bark
2718,289,65750-3-3-48.wav,65750,337.029703,341.029703,2,3,3,dog_bark
2719,290,65750-3-3-68.wav,65750,347.029703,351.029703,2,3,3,dog_bark
2720,291,65750-3-3-74.wav,65750,350.029703,354.029703,2,3,3,dog_bark
2721,292,72537-3-0-2.wav,72537,2.31661,6.31661,1,3,3,dog_bark
2722,293,72537-3-0-6.wav,72537,4.31661,8.31661,1,3,3,dog_bark
2723,294,72537-3-0-8.wav,72537,5.31661,9.31661,1,3,3,dog_bark
2724,295,73373-3-0-0.wav,73373,0,2.927007,1,3,3,dog_bark
2725,296,82811-3-0-1.wav,82811,1.718396,5.718396,1,3,3,dog_bark
2726,297,82811-3-0-2.wav,82811,2.218396,6.218396,1,3,3,dog_bark
2727,298,82811-3-3-0.wav,82811,39.617524,42.093619,1,3,3,dog_bark
2728,299,82811-3-4-0.wav,82811,44.333896,48.333896,1,3,3,dog_bark
2729,300,102102-3-0-0.wav,102102,1.573952,4.673824,2,4,3,dog_bark
2730,301,109711-3-1-0.wav,109711,3.332443,5.69896,1,4,3,dog_bark
2731,302,109711-3-2-4.wav,109711,14.001624,18.001624,1,4,3,dog_bark
2732,303,109711-3-2-6.wav,109711,15.001624,19.001624,1,4,3,dog_bark
2733,304,115535-3-0-0.wav,115535,0,0.490667,1,4,3,dog_bark
2734,305,116484-3-0-12.wav,116484,6,10,1,4,3,dog_bark
2735,306,116484-3-0-16.wav,116484,8,12,1,4,3,dog_bark
2736,307,116484-3-0-6.wav,116484,3,7,1,4,3,dog_bark
2737,308,116484-3-0-8.wav,116484,4,8,1,4,3,dog_bark
2738,309,118964-3-0-0.wav,118964,0,1.103896,1,4,3,dog_bark
2739,310,121888-3-0-0.wav,121888,0,0.749977,1,4,3,dog_bark
2740,311,155320-3-0-0.wav,155320,0.084222,1.224028,1,4,3,dog_bark
2741,312,157695-3-0-19.wav,157695,9.5,13.5,1,4,3,dog_bark
2742,313,157695-3-0-2.wav,157695,1,5,1,4,3,dog_bark
2743,314,157695-3-0-27.wav,157695,13.5,17.5,1,4,3,dog_bark
2744,315,157695-3-0-8.wav,157695,4,8,1,4,3,dog_bark
2745,316,159176-3-0-0.wav,159176,0,1.184218,1,4,3,dog_bark
2746,317,173994-3-0-14.wav,173994,7,11,1,4,3,dog_bark
2747,318,173994-3-0-3.wav,173994,1.5,5.5,1,4,3,dog_bark
2748,319,173994-3-0-44.wav,173994,22,26,1,4,3,dog_bark
2749,320,173994-3-0-45.wav,173994,22.5,26.5,1,4,3,dog_bark
2750,321,174026-3-1-0.wav,174026,9.219766,13.219766,2,4,3,dog_bark
2751,322,174026-3-1-1.wav,174026,9.719766,13.719766,2,4,3,dog_bark
2752,323,174026-3-1-5.wav,174026,11.719766,15.719766,2,4,3,dog_bark
2753,324,174026-3-2-2.wav,174026,34.71608,38.71608,2,4,3,dog_bark
2754,325,180977-3-1-0.wav,180977,10.726049,14.726049,1,4,3,dog_bark
2755,326,180977-3-1-1.wav,180977,11.226049,15.226049,1,4,3,dog_bark
2756,327,180977-3-1-5.wav,180977,13.226049,17.226049,1,4,3,dog_bark
2757,328,183989-3-1-18.wav,183989,80.176471,84.176471,2,4,3,dog_bark
2758,329,183989-3-1-21.wav,183989,81.676471,85.676471,2,4,3,dog_bark
2759,330,183989-3-1-23.wav,183989,82.676471,86.676471,2,4,3,dog_bark
